gene	FXS_x	NL_x	mean_diff	FXS_y	NL_y	cv_FXS_zscore	cv_NL_zscore
ACTL6A	53.787475	11.64064	42.146835	0.6327335506994093	0.4779477456343417	0.43807084954209524	-0.16210288408509083
ACTL6B	23.2164625	21.397460000000002	1.8190024999999963	0.7896777498769555	0.5989857733054509	1.046613641640636	0.3072156360964131
ACTL7A	94.6264	36.853179999999995	57.77322000000001	0.4191968914598541	0.22416798304256946	-0.38990619905228674	-1.1461204273585015
ACTL7B	66.871825	32.71852	34.153305	0.44982690441687234	0.18751192901939054	-0.27113995152891157	-1.2882523288845038
ACTL8	212.60525	254.75979999999998	-42.15454999999997	0.27950496153745136	0.08981291546788758	-0.9315542339213239	-1.667075062081837
ACTL9	30.674925	37.06278	-6.387854999999995	0.6165345813602118	0.40683017290152457	0.37526020676298805	-0.4378574930792111
ACTMAP	8.225769999999999	9.721628	-1.495858000000002	0.9258884828852331	0.8096219464242164	1.5747635204703407	1.1239462038929184
ACTN1	34.578325	22.116300000000003	12.462024999999997	0.6295587931834769	0.36197920356805896	0.4257608959846798	-0.6117647432327298
ACTN2	81.56857500000001	32.378139999999995	49.190435000000015	0.5672907893742447	0.6506712595208476	0.18432002021452293	0.5076233622647853
ACTN3	14.166745	28.11232	-13.945575	0.743361308063884	0.5040376400435239	0.8670240998244986	-0.060940704963332544
ACTN4	10.62623	7.931217200000001	2.695012799999999	0.4112081820705296	0.847056089387314	-0.42088199517931485	1.269095103934829
ACTR10	45.194424999999995	10.159723600000001	35.034701399999996	0.811614174107835	0.901432123454021	1.1316709608666615	1.4799352864175557
ACTR1A	17.115905	5.322696	11.793209000000001	0.6209522175523822	0.5348294054902712	0.39238935633937805	0.05845272924323624
ACTR1B	13.467817499999999	16.057448	-2.589630500000002	0.36488147196735204	0.8635088237163113	-0.6005113517446686	1.3328897069764938
ACTR2	68.857275	11.658848	57.198427	0.7468619658897626	0.38601353626212653	0.8805977145149774	-0.5185728954261902
ACTR3	48.608962500000004	7.833297999999999	40.775664500000005	0.6307510937159404	0.8644370120068289	0.4303839779389554	1.3364887077478809
